FID,Name,Address,City,State,ZipCode1,ZipCode2,Suite,geom
Food_Establishments_Health.216,ROYAL FARMS #75,8686 WASHINGTON BLVD,SAVAGE,MD,20763,,,POINT (1366390.1377487117 538711.2122485559)
Food_Establishments_Health.217,TARGET T1042,4390 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1364078.3844720991 576675.0065941258)
Food_Establishments_Health.218,TARGET T1044,6111 DOBBIN RD,Columbia,MD,21045,,,POINT (1365261.039870351 557530.6808774087)
Food_Establishments_Health.219,PHILLIPS SCHOOL-LAUREL,8920 WHISKEY BOTTOM RD,LAUREL,MD,20723,,,POINT (1361264.7123615337 526759.3980555804)
Food_Establishments_Health.220,BARNES & NOBLE BOOKSELLERS,4300 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1363788.3544053661 577901.2689348027)
Food_Establishments_Health.221,JUNCTION DELI,10010 JUNCTION DR,ANNAPOLIS JUNCTION,MD,20701,,STE # 106,POINT (1369471.0121306465 530625.1974011657)
Food_Establishments_Health.222,SAFEWAY #1459,4370 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1363702.6038407318 577063.9571074336)
Food_Establishments_Health.223,ST. PAULS CHURCH,3755 SAINT PAUL ST,ELLICOTT CITY,MD,21043,,,POINT (1370009.5139699893 582782.3198459748)
Food_Establishments_Health.224,SUNRISE OF COLUMBIA,6500 FREETOWN RD,COLUMBIA,MD,21044,,,POINT (1345964.528851211 556249.1050325818)
Food_Establishments_Health.225,SILVER ARROW,8167 MAIN ST #101,ELLICOTT CITY,MD,21043,,,POINT (1369714.5086145233 583007.0858310917)
Food_Establishments_Health.226,JOHN'S DELI,10630 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1348921.3136788625 563688.9176727608)
Food_Establishments_Health.227,HIGH'S #25,2091 ROXBURY MILL RD,COOKSVILLE,MD,21723,,,POINT (1306756.0343302474 599645.0366825205)
Food_Establishments_Health.228,CHURCH OF THE RESURRECTION,3175 PAULSKIRK DR,ELLICOTT CITY,MD,21042,,,POINT (1360148.7843651134 588285.281848779)
Food_Establishments_Health.229,BONAPARTE BREADS,8600 FOUNDRY ST,SAVAGE,MD,20763,,,POINT (1361596.0080583468 535040.6198197323)
Food_Establishments_Health.230,PEKING CHEF,6420 FREETOWN RD,COLUMBIA,MD,21044,,,POINT (1345362.5189145112 556584.7906900416)
Food_Establishments_Health.231,CARRABBA'S ITALIAN GRILL OF HOWARD COUNTY INC,4430 LONG GATE PKWY,ELLICOTT CITY,MD,21043,21043,,POINT (1364689.1743300925 576850.8976840415)
Food_Establishments_Health.232,SNAX CONVENIENCE,6305 WASHINGTON BLVD,ELKRIDGE,MD,21075,,STE #A,POINT (1389646.100607236 560962.7521110886)
Food_Establishments_Health.233,FREESTATE GAS,12160 RT 108,CLARKSVILLE,MD,21029,,,POINT (1331280.403151658 563824.4211247257)
Food_Establishments_Health.234,BURGER KING #10478,7940 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1372591.1034943596 547765.6524146334)
Food_Establishments_Health.235,GIANT FOOD STORE #344,6020 MARSHALEE DR,Elkridge,MD,21075,,,POINT (1375079.9185170606 562041.2191099895)
Food_Establishments_Health.236,CHECKERS FAST FOOD,9441 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1358564.3012356563 586621.4867636361)
Food_Establishments_Health.237,MCDONALD'S,4396 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1364443.6291979142 577369.4983684518)
Food_Establishments_Health.238,WAL-MART STORE #2412,3200 NORTH RIDGE RD,ELLICOTT CITY,MD,21043,,,POINT (1363045.280399882 588596.9690547028)
Food_Establishments_Health.239,FOREST HILL SWIM CLUB INC.,4310 COLUMBIA RD,Ellicott City,MD,21042,,,POINT (1361173.9865081662 577686.1608631088)
Food_Establishments_Health.240,HUNAN DIAMOND,5485 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.241,ELLICOTT MILLS BREWING CO,8308 MAIN ST,ELLICOTT CITY,MD,21043,,,POINT (1369106.938061004 583273.4101103318)
Food_Establishments_Health.242,SONOMA'S BAR & GRILLE,7284 CRADLEROCK WAY,COLUMBIA,MD,21045,,,POINT (1356604.330138875 553545.7672662731)
Food_Establishments_Health.243,LUCKYS CHINA INN,5865 ROBERT OLIVER PL,COLUMBIA,MD,21045,,D,POINT (1355943.7873935509 562352.9063159134)
Food_Establishments_Health.244,MURRAY HILL MIDDLE SCHOOL,9989 WINTER SUN RD,LAUREL,MD,20723,,,POINT (1352725.0682473062 538545.5644001494)
Food_Establishments_Health.245,HOLLIFIELD STATION ELEMENTARY SCHOOL,8701 STONEHOUSE DR,ELLICOTT CITY,MD,21043,,,POINT (1363862.3984082758 595797.967835695)
Food_Establishments_Health.246,FULTON ELEMENTARY SCHOOL,11600 SCAGGSVILLE RD,FULTON,MD,20759,,,POINT (1336175.5019368997 540619.9671377911)
Food_Establishments_Health.247,TACO BELL #5547,8620 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366540.8597309191 538842.6184039172)
Food_Establishments_Health.248,TACO BELL #4780,7102 MINSTREL WAY,Columbia,MD,21045,,,POINT (1356852.5092474415 549963.8520425152)
Food_Establishments_Health.249,TACO BELL #16769,6281 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1390023.0518947756 561338.2400784129)
Food_Establishments_Health.250,EINSTEIN BROS. BAGELS #2714,9250 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1360354.5271874275 586838.6434836319)
Food_Establishments_Health.251,GIANT FOOD STORE #348,6050 DAYBREAK CIR,Clarksville,MD,21029,,,POINT (1330508.648069948 562620.1085872828)
Food_Establishments_Health.252,UNO PIZZERIA & GRILL,4470 LONG GATE PKWY,ELLICOTT CITY,MD,21043,,,POINT (1364334.4655098298 576473.6537324585)
Food_Establishments_Health.253,ST. JOSEPH CUPERTINO FRIARY,12290 FOLLY QUARTER RD,ELLICOTT CITY,MD,21042,,,POINT (1329901.0775164287 579294.0571160156)
Food_Establishments_Health.254,7-ELEVEN,9398 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1358875.1104494508 586909.175518024)
Food_Establishments_Health.255,UA SNOWDEN SQUARE 14,9161 COMMERCE CENTER DR,COLUMBIA,MD,21046,,,POINT (1363490.129745426 550321.487503209)
Food_Establishments_Health.256,P.W.'S PLACE,9855 WASHINGTON BLVD SUITE N,LAUREL,MD,20723,,,POINT (1360052.7905589696 527594.953898691)
Food_Establishments_Health.257,MI CASA,3355 SAINT JOHNS LN,ELLICOTT CITY,MD,21042,,,POINT (1361832.7732692317 586802.9384703711)
Food_Establishments_Health.258,WENDY'S #151,7311 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1379294.8660660891 552316.870949208)
Food_Establishments_Health.259,SUSHI SONO INC,10215 WINCOPIN CIR,COLUMBIA,MD,21044,,,POINT (1353236.3523306386 564319.6086856865)
Food_Establishments_Health.260,DOUBLETREE COLUMBIA,5485 TWIN KNOLLS RD,COLUMBIA,MD,21045,,,POINT (1357152.1972275975 566668.5302957756)
Food_Establishments_Health.261,SAFEWAY #1553,5485 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.262,PAPA JOHNS PIZZA #1725,6030 MARSHALEE DR,Elkridge,MD,21075,,UNIT #110,POINT (1375247.615013769 562141.0175486938)
Food_Establishments_Health.263,COLUMBIA TEEN CENTER,5851 ROBERT OLIVER PL,COLUMBIA,MD,21045,,,POINT (1355726.630673555 562306.080069014)
Food_Establishments_Health.264,COLUMBIA SPORTS PARK,5453 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343449.3740646292 567332.8776736603)
Food_Establishments_Health.265,ROYAL FARMS #76,3901 TEN OAKS RD,GLENELG,MD,21737,,,POINT (1316328.7825166923 581937.1060894413)
Food_Establishments_Health.266,PIZZERIA SANTA LUCIA,8610 WASHINGTON BLVD #112,JESSUP,MD,20794,,,POINT (1366534.1284579274 539137.3310953401)
Food_Establishments_Health.267,HANAMURA JAPANESE RESTAURANT,8865 STANFORD BLVD #105,Columbia,MD,21045,,,POINT (1363852.1551667666 555168.296721336)
Food_Establishments_Health.268,WENDY'S #154,8850 GORMAN RD,LAUREL,MD,20723,,,POINT (1363583.4895751814 533536.0339740473)
Food_Establishments_Health.269,ALL SAINTS EXXON,9275 ALL SAINTS RD,LAUREL,MD,20723,,,POINT (1354520.5621518535 528944.720465565)
Food_Establishments_Health.270,HIGH'S #32,11840 LIME KILN RD,FULTON,MD,20759,,,POINT (1333835.3602481042 540714.7902877623)
Food_Establishments_Health.271,GORMAN CROSSING ELEM. SCHOOL,9999 WINTER SUN RD,LAUREL,MD,20723,,,POINT (1352149.398074487 538486.4462634389)
Food_Establishments_Health.272,TRIADELPHIA RIDGE ELEMENTARY SCHOOL,13400 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,,,POINT (1318097.6439933155 582589.4542415581)
Food_Establishments_Health.273,LISBON AUTO CENTER INC,15943 FREDERICK RD,LISBON,MD,21765,,,POINT (1292288.772686647 607728.7102175658)
Food_Establishments_Health.274,BURGER KING #11793,6241 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1390470.2425526646 561792.1620092936)
Food_Establishments_Health.275,ROYAL FARMS #85,8755 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364124.9180549553 568195.3586087379)
Food_Establishments_Health.276,HUNAN EXPRESS,6030 MARSHALEE DR #120,ELKRIDGE,MD,21075,,,POINT (1375247.615013769 562141.0175486938)
Food_Establishments_Health.277,LA MADELEINE,6211 COLUMBIA CROSSING CIR,Columbia,MD,21045,,,POINT (1364469.9689617949 557341.3272415093)
Food_Establishments_Health.278,ASEAN BISTRO,8775 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1363877.9096025613 568243.0628477667)
Food_Establishments_Health.279,MAGELLAN HEALTH SERVICES,6950 COLUMBIA GATEWAY DR,COLUMBIA,MD,21046,,,POINT (1368827.4438998236 551449.4147253974)
Food_Establishments_Health.280,ABSOLUTELY PERFECT CATERING,7391 WASHINGTON BLVD,ELKRIDGE,MD,21075,,STE 103,POINT (1379185.702378005 551180.7491338124)
Food_Establishments_Health.281,LYNDWOOD EXXON,6070 MARSHALEE DR,ELKRIDGE,MD,21075,,,POINT (1375283.6126910727 561577.931929729)
Food_Establishments_Health.282,RITE AID #384,8601 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1365987.1393613343 588338.2540405839)
Food_Establishments_Health.283,FOOD LION  #1529,6551 WATERLOO RD,ELKRIDGE,MD,21075,,,POINT (1370635.2296941818 555149.5662225762)
Food_Establishments_Health.284,WEIS MARKETS #45,9250 WASHINGTON BLVD,LAUREL,MD,20723,,,POINT (1362936.994703927 533100.5498778832)
Food_Establishments_Health.285,MORNINGSIDE HOUSE OF  E.C.,5330 DORSEY HALL DR,ELLICOTT CITY,MD,21042,,,POINT (1360084.3982756268 575685.5094643336)
Food_Establishments_Health.286,HIGH'S #38,708 LISBON CENTER DR,LISBON,MD,21765,,G,POINT (1293164.130839622 612593.0792782798)
Food_Establishments_Health.287,NOTTINGHAM'S,8850 STANFORD BLVD,COLUMBIA,MD,21045,,,POINT (1364698.2469154294 555001.478216757)
Food_Establishments_Health.288,DOUBLE T DINER,10055 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1352351.0436001974 587129.5515424941)
Food_Establishments_Health.289,SUBWAY SANDWICHES,8610 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366534.1284579274 539137.3310953401)
Food_Establishments_Health.290,KENDALL RIDGE POOL SNACK BAR,8245 TAMAR DR,COLUMBIA,MD,21045,,,POINT (1368255.578359565 559428.6071970484)
Food_Establishments_Health.291,RIVER HILL POOL SNACK BAR,6330 TROTTER RD,CLARKSVILLE,MD,21029,,,POINT (1334156.9980314942 557275.7704958502)
Food_Establishments_Health.292,LOTTE PLAZA,8801 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1363947.270980781 586658.6550971124)
Food_Establishments_Health.293,APPLICATIONS RESEARCH LAB.,10920 CLARKSVILLE PK,Ellicott City,MD,21042,,,POINT (1342781.514718227 571276.5256547158)
Food_Establishments_Health.294,CHINA YEE,710 LISBON CENTER DR #G,Woodbine,MD,21797,,,POINT (1293357.8744361682 612761.9464311607)
Food_Establishments_Health.295,PETE'S SNOWBALL,9220 OLD MONTGOMERY RD,COLUMBIA,MD,21045,,,POINT (1360301.2623315793 561377.164396148)
Food_Establishments_Health.296,DORSEY HALL SHELL,4755 DORSEY HALL DR,ELLICOTT CITY,MD,21043,,,POINT (1357495.4921501784 573939.768447117)
Food_Establishments_Health.297,MAD CITY COFFEE,10801 HICKORY RIDGE RD,COLUMBIA,MD,21044,,,POINT (1344742.0711430947 561912.4469310163)
Food_Establishments_Health.298,HUMANIM,6355 WOODSIDE CT,COLUMBIA,MD,21046,,,POINT (1354143.3182002704 556048.0448349577)
Food_Establishments_Health.299,RAM'S HEAD TAVERN @ SAVAGE MILL,8600 FOUNDRY ST,SAVAGE,MD,20763,,BOX 2065,POINT (1361596.0080583468 535040.6198197323)
Food_Establishments_Health.300,BURGER KING,8775 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366531.7871455825 538163.6378238765)
Food_Establishments_Health.301,TEN OAKS BALLROOM,5000 SIGNAL BELL LN,CLARKSVILLE,MD,21029,,,POINT (1329376.623551156 561374.823083803)
Food_Establishments_Health.302,GODIVA CHOCOLATIER,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.303,LA PALAPA GRILL & CANTINA,8307 MAIN STREET,Ellicott City,MD,21043,,,POINT (1369037.5766827844 583154.0031807384)
Food_Establishments_Health.304,NORDSTROM ESPRESSO BAR,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,STE 1,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.305,CAFE NORDSTROM,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,STE 1,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.306,PANERA BREAD,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,UNIT 3561,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.307,BONNIE BRANCH MIDDLE SCHOOL,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,,,POINT (1376690.4487463555 570278.5412676731)
Food_Establishments_Health.308,LIME KILN MIDDLE SCHOOL,11650 SCAGGSVILLE RD,FULTON,MD,20759,,,POINT (1336220.2795354973 541824.5723392771)
Food_Establishments_Health.309,COLUMBIA CHEF,9693 GERWIG LN,Columbia,MD,21046,,F,POINT (1355440.697903426 549942.1949033242)
Food_Establishments_Health.310,SOLANA PIZZA & SUBS,9150 BALTIMORE NATIONAL PK,Ellicott City,MD,21042,,4,POINT (1361195.9363114003 586944.2952031986)
Food_Establishments_Health.311,DOLLAR TREE #1088,7182 CRADLEROCK WAY,COLUMBIA,MD,21045,,,POINT (1357170.342398271 553709.3664663777)
Food_Establishments_Health.312,WAVERLY WOODS GOLF CLUB,2100 WARWICK WAY,MARRIOTTSVILLE,MD,21104,,,POINT (1342571.6745993092 598179.3751545706)
Food_Establishments_Health.313,SONESTA ES SUITES COLUMBIA,8844 COLUMBIA 100 PKWY,COLUMBIA,MD,21045,,,POINT (1365068.7595940204 569986.7552166815)
Food_Establishments_Health.314,ROSALINA MARIN @ FLEA MKT,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.315,WENDY'S #164,5801 CLARKSVILLE SQUARE DR,CLARKSVILLE,MD,21029,,,POINT (1329853.3732774 562751.5147426442)
Food_Establishments_Health.316,CVS PHARMACY #1909,6480 OLD WATERLOO RD,Elkridge,MD,21075,,,POINT (1370661.862122106 555786.6958444506)
Food_Establishments_Health.317,BOB EVANS FARMSLLC #376,4900 BEAVER RUN,ELLICOTT CITY,MD,21043,21043,,POINT (1364728.6839759138 571557.7758001551)
Food_Establishments_Health.318,MERRIWEATHER PT. PAV.-VIP,10475 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351260.8700395718 561709.3380850903)
Food_Establishments_Health.319,COUNTRY PRIDE,7541 ASSATEAGUE DR,JESSUP,MD,20794,,,POINT (1374028.66927417 545879.1399926754)
Food_Establishments_Health.320,SUBWAY @ TRAVEL CENTER,7401 ASSATEAGUE DR,JESSUP,MD,20794,,,POINT (1373889.3611896443 546347.6951257121)
Food_Establishments_Health.321,BOSTON MARKET #0153,9380 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1359101.6324188265 586956.2944289665)
Food_Establishments_Health.322,BOSTON MARKET #0331,9061 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1362452.3430485188 551157.3360103626)
Food_Establishments_Health.323,LU & JOE'S INC,1024 RIDGE RD,MOUNT AIRY,MD,21771,21771,,POINT (1261088.4443776035 611259.7018978206)
Food_Establishments_Health.324,ROOTS MARKET,5805 CLARKSVILLE SQUARE  DR,CLARKSVILLE,MD,21029,,,POINT (1329645.8744708272 562980.9633524511)
Food_Establishments_Health.325,MCDONALD'S,8700 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366331.0196120015 538543.5157518475)
Food_Establishments_Health.326,MCDONALD'S,8600 GUILFORD RD,COLUMBIA,MD,21046,,,POINT (1350820.1179906316 547794.0408268161)
Food_Establishments_Health.327,PUPUSERIA VICTORIA -1,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.328,QUICK STOP FOOD MART,10750 HICKORY RIDGE RD,COLUMBIA,MD,21044,,,POINT (1345044.3930996386 562629.4738366627)
Food_Establishments_Health.329,FAMOUS DAVES,6201 COLUMBIA CROSSING CIR,Columbia,MD,21044,,,POINT (1364641.762755107 557057.443119682)
Food_Establishments_Health.330,IN GRAND STYLE @ KAHLER HALL,5440 OLD TUCKER ROW,COLUMBIA,MD,21044,,,POINT (1343975.5840141606 566559.9519357778)
Food_Establishments_Health.331,COLUMBIA PRESBYTERIAN CHURCH,10001 ROUTE 108,Columbia,MD,21044,,,POINT (1352600.6860289797 571877.3649352432)
Food_Establishments_Health.332,LUCERO'S PIZZA,11200 SCAGGSVILLE RD,LAUREL,MD,20723,,,POINT (1340588.5830431213 539202.8878409992)
Food_Establishments_Health.333,HARBIN FARM,9944 OLD FREDERICK RD,Ellicott City,MD,21042,,,POINT (1352971.491371614 594550.6336839133)
Food_Establishments_Health.334,SEOUL SOONDAE,8801 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,21043,,POINT (1363947.270980781 586658.6550971124)
Food_Establishments_Health.335,JAVA CITY MICROS SYSTEMS,7031 COLUMBIA GATEWAY DR,COLUMBIA,MD,21046,,,POINT (1368585.1180721193 548835.0468281975)
Food_Establishments_Health.336,CHICK FIL A,4905 EXECUTIVE PARK DR,COLUMBIA,MD,21045,,,POINT (1364795.1187137023 571278.5743030177)
Food_Establishments_Health.337,COLUMBIA SWIM CENTER,10400 CROSS FOX LN,COLUMBIA,MD,21044,,,POINT (1348131.1207624357 565426.171432727)
Food_Establishments_Health.338,LEDO PIZZA,8480 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1366475.8883133463 590080.4830892831)
Food_Establishments_Health.339,DUNKIN DONUTS,8765 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364057.6053250374 568245.6968241547)
Food_Establishments_Health.340,TACO LADY,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.341,DUNKIN DONUTS,7106 MINSTREL WAY,COLUMBIA,MD,21045,,F,POINT (1356731.6389976325 550385.8735926957)
Food_Establishments_Health.342,DUNKIN DONUTS,5485 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.343,MAIWAND KABOB,5467 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343279.3362555758 566636.0445869892)
Food_Establishments_Health.344,SAVAGE EXXON,8850 GORMAN RD,LAUREL,MD,20723,,,POINT (1363583.4895751814 533536.0339740473)
Food_Establishments_Health.345,FOOD LION #2501,8300 ICE CRYSTAL DR,LAUREL,MD,20723,,,POINT (1340724.0864950863 538072.3266424227)
Food_Establishments_Health.346,AUNTIE ANNE'S PRETZELS,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.347,BISTRO SENSATIONS,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.348,NOVEDADES EL MEXICANO,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.349,HOMEGOODS INC #192,9041 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,21046,,POINT (1363395.5992594978 551137.1421913872)
Food_Establishments_Health.350,HOPEWELL EXXON,7100 MINSTREL WAY,COLUMBIA,MD,21045,,,POINT (1356594.379561409 550108.7207438601)
Food_Establishments_Health.351,NIKO JAPANESE RESTAURANT INC,8450 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,21043,,POINT (1367060.9237355452 590033.0715142975)
Food_Establishments_Health.352,BRIAN'S CATERING,11310 BARLEYFIELD WAY,MARRIOTTSVILLE,MD,21104,21104,,POINT (1339082.2412131776 606035.0634000244)
Food_Establishments_Health.353,WEIS MARKETS #62,10825 BIRMINGHAM WAY,Woodstock,MD,21163,,,POINT (1343200.6096279763 597750.3296673552)
Food_Establishments_Health.354,CINDYS SOFT SERVE,6330 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1389015.40959431 560714.8656665651)
Food_Establishments_Health.355,HAMPTON INN,8880 COLUMBIA 100 PKWY,COLUMBIA,MD,21045,,,POINT (1364643.2260753226 570709.9280672335)
Food_Establishments_Health.356,STARBUCKS COFFEE #7643,10300 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.357,SARKU JAPAN,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.358,ARBYS RESTAURANT  #7188,3290 CENTENNIAL LN,ELLICOTT CITY,MD,21042,,,POINT (1351695.7688076496 587253.9337608205)
Food_Establishments_Health.359,J & T SEAFOOD INC,408 WOODBINE RD,WOODBINE,MD,21797,,,POINT (1294477.0217370628 616624.8191363148)
Food_Establishments_Health.360,P.F. CHANG'S CHINA BISTRO,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,STE 302,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.361,BOURBON STREET CAFÉ,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.362,LA PRIMA,10983 GUILFORD RD,ANNAPOLIS JUNCTION,MD,20701,,H,POINT (1371850.0781371773 533083.2826993391)
Food_Establishments_Health.363,TURF VALLEY RESORT POOL SHACK,2700 TURF VALLEY ROAD,Ellicott City,MD,21042,,,POINT (1344805.5792404518 593490.604519729)
Food_Establishments_Health.364,MAMA MIA,5823 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1394437.5963212128 564457.7461140396)
Food_Establishments_Health.365,DOMINO'S PIZZA #4623,9469 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1358111.549960948 586585.4890863321)
Food_Establishments_Health.366,COLUMBIA WINGS,8765 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364057.6053250374 568245.6968241547)
Food_Establishments_Health.367,SOMERFORD PLACE,8220 SNOWDEN RIVER PKWY,Columbia,MD,21045,,,POINT (1368514.586037727 562599.3294402213)
Food_Establishments_Health.368,PIZZA BOLI'S,9065 FREDERICK RD,ELLICOTT CITY,MD,21042,,#C,POINT (1361584.594160665 584386.411466321)
Food_Establishments_Health.369,WATERLOO SHELL,7894 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1373306.6670797905 548543.8461052921)
Food_Establishments_Health.370,RESTAURANT PARK EXXON,8300 BENSON DR,COLUMBIA,MD,21045,,,POINT (1369174.543454965 553903.6953910101)
Food_Establishments_Health.371,TRATTORIA AMORE,4725 DORSEY HALL DR,ELLICOTT CITY,MD,21042,,STE L,POINT (1356993.865980269 573988.0580142319)
Food_Establishments_Health.372,STARBUCKS COFFEE #7714,9251 BALTIMORE NATIONAL PK,Ellicott City,MD,21042,,,POINT (1360204.9758613927 586431.2551356074)
Food_Establishments_Health.373,SHADOWLAND LASER ADVENTURES,9179 RED BRANCH RD,COLUMBIA,MD,21045,,A,POINT (1362589.0171566564 569649.6062390062)
Food_Establishments_Health.374,PUTTING ON THE RITZ,9115 WHISKEY BOTTOM RD,LAUREL,MD,20723,,STE,POINT (1360385.5495759982 526736.5702602171)
Food_Establishments_Health.375,MCDONALD'S #11998,6225 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1390593.4541148185 561880.546550316)
Food_Establishments_Health.376,GOLDEN COAST,8851 GORMAN RD,LAUREL,MD,20723,,STE 200,POINT (1363332.0911621405 533151.4734213862)
Food_Establishments_Health.377,CAFÉ DE PARIS,8808 CENTRE PARK DR,COLUMBIA,MD,21045,,STE 100,POINT (1364471.4322820106 568020.0528469085)
Food_Establishments_Health.378,HUNAN LION,6500 OLD WATERLOO RD,ELKRIDGE,MD,21075,,STE #1,POINT (1370614.7432111634 555577.7337176623)
Food_Establishments_Health.379,ELKRIDGE CAFÉ,6325 WASHINGTON BLVD,ELKRIDGE,MD,21075,,G,POINT (1389291.3917869732 560533.4139598302)
Food_Establishments_Health.380,MCDONALD'S,3200 NORTH RIDGE RD,ELLICOTT CITY,MD,21043,,,POINT (1363045.280399882 588596.9690547028)
Food_Establishments_Health.381,ASARCO INT'L FOOD STORE INC.,8610 WASHINGTON BLVD,JESSUP,MD,20794,,STE 103,POINT (1366534.1284579274 539137.3310953401)
Food_Establishments_Health.382,MEETING POINT BOOKSTORE,7750 MONTPELIER RD,Laurel,MD,20723,,,POINT (1344065.1392113557 546002.6442188725)
Food_Establishments_Health.383,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK RD,ELLICOTT CITY,MD,21042,,,POINT (1358040.725262513 584624.9326614646)
Food_Establishments_Health.384,SAM'S MART,5801 STEVENS FOREST ROAD,Columbia,MD,21045,,,POINT (1355592.5905418056 562412.3171166669)
Food_Establishments_Health.385,RESERVOIR HIGH SCHOOL,11550 SCAGGSVILLE RD,FULTON,MD,20759,,,POINT (1336971.840798232 540814.8813905097)
Food_Establishments_Health.386,EGGSPECTATION,6010 UNIVERSITY BLVD,ELLICOTT CITY,MD,21043,,,POINT (1369807.8684442788 561843.3782168397)
Food_Establishments_Health.387,CHARTER DELI,10700 CHARTER DR,COLUMBIA,MD,21044,,STE 130,POINT (1345786.8817770365 562842.2405960117)
Food_Establishments_Health.388,HOMEWOOD CENTER,10914 CLARKSVILLE PK,ELLICOTT CITY,MD,21042,,,POINT (1343271.4343264115 571992.3819041897)
